"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"11002","C40P58508C00","95.T4014.W0B1B2Z","T05TM85502-143CQI301","0","12.00 ","0.00 ",88.17,20,"0.3067 ","0.2885 ","0.2888 ","0.2626 "
"11003","S06P58536R00","95.S3806.W0A0D6Z","T05TM85X06-0W2C7LG02","0","21.30 ","0.00 ",33.67,16,"0.2938 ","0.2969 ","0.2870 ","0.2658 "
"11004","S06P58608Y00","95.S3006.W0A0B6Z","T05TM86003-0W3C7JC01","0","20.90 ","0.00 ",42.5,13,"0.2804 ","0.2849 ","0.2868 ","0.2713 "
"11005","T30P5860XA00","95.T3030.A0D10CZ","NULL","0","20.50 ","5.60 ",60.5,10,"0.3271 ","0.4096 ","0.2781 ","0.2567 "
"11006","380P5861YQ00","95.S3806.W0A0B0Z","T05TM86608-0W3BECZ01","0","31.65 ","0.00 ",30.67,10,"0.2947 ","0.2956 ","0.2871 ","0.2652 "
"11007","S06P5852MA00","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC02","0","21.25 ","0.00 ",38.33,5,"0.2772 ","0.2732 ","0.2869 ","0.2670 "
"11008","T40P5851P500","95.T4014.A0B100Z","T05TM85019-147D0CW01","0","21.80 ","4.95 ",94.83,36,"0.3231 ","0.3114 ","0.3171 ","0.3090 "
"11009","T40P58516F00","95.T4014.A0C10FZ","T05TM85521-132CLLT01","0","4.60 ","0.00 ",79.17,21,"0.1726 ","0.0512 ","0.1790 ","0.0992 "
"11010","T70P58615R00","95.T7020.Z0C116Z","T05TM86704-013AYHH01","0","7.60 ","74.00 ",146.67,7,"0.2963 ","0.2619 ","0.2941 ","0.2695 "
"11011","T40P58608400","95.T4014.A0B100Z","T05TM86111-146AYGX02","0","22.00 ","5.30 ",108,14,"0.3228 ","0.3124 ","0.3130 ","0.3047 "
"11012","T30P58624100","95.T3030.Z0D11JZ","T05TM86317-163DAHI01","0","14.13 ","150.00 ",47.33,6,"0.2862 ","0.2832 ","0.2772 ","0.2557 "
"11013","T30P58631Y00","95.T3030.Z0D01RZ","T05TM86336-163CZGX01","0","14.00 ","71.00 ",48.17,8,"0.2912 ","0.2825 ","0.2824 ","0.2576 "
"11014","T30P58631Y00","95.T3030.Z0D01RZ","T05TM86336-163CZGX01","0","14.00 ","71.00 ",47.17,2,"0.2912 ","0.2825 ","0.2824 ","0.2576 "
"11015","T30P5862FZ00","95.T3030.Z0D01RZ","T05TM86336-163CZGX01","0","14.00 ","71.00 ",79.67,34,"0.2878 ","0.2771 ","0.2786 ","0.2484 "
"11016","T30P5811F400","95.T3030.Z0D007Z","T05TM81336-162BTII01","0","16.30 ","130.00 ",48.83,3,"0.2894 ","0.2901 ","0.2797 ","0.2588 "
"11017","T70P5811S002","95.T7020.Z0C114Z","T05TM81F02-015D4IA01","1","12.50 ","15.00 ",131.5,9,"0.3181 ","0.2977 ","NULL","NULL"
"11018","380P58149H00","95.S3806.W0A0C8Z","T05TM81621-0W4C7JC02","0","33.20 ","0.00 ",39.5,19,"0.2890 ","0.2870 ","0.2862 ","0.2652 "
"11019","T30P5811ZL00","95.T3030.Z0D01AZ","T05TM81306-163CUJV03","0","15.20 ","58.00 ",55.5,13,"0.2969 ","0.2955 ","0.2797 ","0.2505 "
"11020","T70P5810GV00","95.T7020.Z0C11CZ","T05TM81704-015D6GX02","0","15.90 ","14.80 ",116.5,12,"0.3276 ","0.3118 ","0.3232 ","0.3119 "
"11021","380P57C3WW00","95.S3806.W0A0B6Z","T05TM7C611-044BECZ02","0","46.65 ","0.00 ",30.5,9,"0.2953 ","0.3094 ","0.2824 ","0.2667 "
"11022","T40P58105V00","95.T4014.W0A101Z","T05TM81506-023BJB701","0","7.10 ","0.00 ",72.83,43,"0.2770 ","0.2553 ","0.2831 ","0.2522 "
"11023","380P58202G00","95.S3806.W0A0B4Z","T05TM82602-0W3BECS01","0","33.70 ","0.00 ",58,11,"0.3037 ","0.3133 ","0.2897 ","0.2706 "
"11024","T40P5820HA00","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",58.67,23,"0.2822 ","0.2650 ","0.2882 ","0.2632 "
"11025","T70P5812FL00","95.T7020.Z0C11CZ","T05TM81711-015D6GX01","0","10.60 ","13.70 ",136.67,15,"0.3008 ","0.2722 ","0.2936 ","0.2677 "
"11026","S06P5821TN00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.50 ","0.00 ",40.67,8,"0.2771 ","0.2722 ","0.2849 ","0.2627 "
"11027","T30P58212E00","95.T3030.Z0D007Z","T05TM82317-162BTII01","0","11.80 ","130.00 ",62.33,9,"0.2659 ","0.2435 ","0.2592 ","0.2192 "
"11028","T30P5820DH00","95.T3030.Z0B100Z","T05TM82301-162BRLW01","0","15.30 ","68.00 ",49.83,4,"0.3452 ","0.4098 ","0.2894 ","0.2662 "
"11029","T70P58131M00","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","3","12.30 ","30.10 ",122.67,25,"0.3116 ","0.2807 ","0.3051 ","0.2801 "
"11030","T30P5820XM00","95.T3030.Z0D119Z","T05TM82315-163DAHH01","0","12.82 ","130.00 ",91.33,23,"0.2765 ","0.2628 ","0.2596 ","0.2224 "
"11031","T30P5811GC00","95.T3030.A0D10AZ","T05TM81338-163CZHH01","0","73.25 ","0.34 ",63.67,25,"0.3216 ","0.3201 ","NULL","NULL"
"11032","T30P5811M901","95.T3030.A0D00FZ","T05TM81330-162BTII02","0","56.00 ","0.31 ",47.67,4,"0.3005 ","0.2722 ","0.2810 ","0.2557 "
"11033","S06P5820WZ00","95.S0606.A01","T05TM82001-0B601AB03","0","36.40 ","0.00 ",63.5,4,"0.3136 ","0.3162 ","0.2905 ","0.2774 "
"11034","S06P5811N400","95.S3806.W0A0E9Z","T05TM81605-052C7JC01","0","19.90 ","0.00 ",49.17,7,"0.2809 ","0.2762 ","NULL","NULL"
"11035","S04P5820RN00","95.S3004.W0A01DZ","T05TM82008-0W3B1LG01","0","16.45 ","0.00 ",22.17,3,"0.2839 ","0.2453 ","0.2810 ","0.2541 "
"11036","T30P5811TM00","95.T3030.W0D001Z","T05TM81341-162CMJV02","0","15.70 ","0.00 ",72.33,29,"0.2842 ","0.2910 ","0.2686 ","0.2484 "
"11037","380P5814ZZ00","95.S3806.W0A0B4Z","T05TM81607-0W3BEDA01","0","34.10 ","0.00 ",60.33,18,"0.2985 ","0.3027 ","0.2883 ","0.2663 "
"11038","S08P58107U00","95.S2808.W0A104Z","T05TM81010-014A5AC01","0","17.20 ","0.00 ",43.5,18,"0.3002 ","0.2846 ","0.2932 ","0.2844 "
"11039","S04P5820WU00","95.S3004.W0A01DZ","T05TM82005-0W2B1LG03","0","18.20 ","0.00 ",20.67,2,"0.2892 ","0.2535 ","0.2847 ","0.2609 "
"11040","S04P5830H800","95.S3004.W0A01DZ","T05TM83001-0W2B1LG01","0","18.10 ","0.00 ",31,12,"0.2900 ","0.2541 ","0.2846 ","0.2600 "
"11041","T40P5830CK00","95.T4014.A0B100Z","T05TM82528-146D0GX01","0","21.50 ","5.06 ",86.5,20,"0.3224 ","0.3112 ","0.3147 ","0.3072 "
"11042","T30P5830F400","95.T3030.W0D003Z","T05TM83311-162CZHH01","0","11.35 ","0.00 ",62,43,"0.2654 ","0.2477 ","0.2567 ","0.2187 "
"11043","C40P5820A200","95.T4014.W0B1B2Z","T05TM82511-144CQGN01","0","12.00 ","0.00 ",94.5,17,"0.3098 ","0.2979 ","0.2908 ","0.2709 "
"11044","380P58300200","95.S3806.W0A0AZZ","T05TM83613-0W2B1JC01","2","30.25 ","0.00 ",45.83,13,"0.2986 ","0.3003 ","0.2851 ","0.2595 "
"11045","T70P5822A401","95.T7020.A0C111Z","T05TM82720-013D4IA01","0","23.50 ","3.23 ",118,16,"0.3204 ","0.3095 ","0.3171 ","0.3104 "
"11046","380P5830H100","95.S3806.W0A0EHZ","T05TM83G01-0W4B1GB01","0","34.85 ","0.00 ",41.83,6,"0.2996 ","0.3076 ","NULL","NULL"
"11047","T30P58314N00","95.T3030.A0D10AZ","T05TM83302-162CZHH02","0","71.20 ","0.31 ",49.17,12,"0.3212 ","0.3169 ","0.2993 ","0.2910 "
"11048","T70P58324300","95.T7020.Z0C117Z","T05TM84703-013AYGX01","3","8.00 ","22.50 ",137.67,18,"0.2796 ","0.2344 ","0.2739 ","0.2364 "
"11049","T30P5830X700","95.T3030.A0C100Z","T05TM83316-164BRLW01","0","63.80 ","0.76 ",73,4,"0.2744 ","0.2636 ","0.2562 ","0.2425 "
"11050","T30P5831YB01","95.T3030.A0D10AZ","T05TM83303-163CZHH04","2","70.00 ","0.31 ",87.67,27,"0.3298 ","0.3185 ","0.3041 ","0.2914 "
"11051","380P58337N00","NULL","T05TM83615-0W2C7H302","NULL","NULL","NULL",37.67,21,"0.2972 ","0.2961 ","0.2872 ","0.2611 "
"11052","T40P58409Q00","95.T4012.A0B001Z","T05TM84505-053CQGN02","0","104.00 ","0.52 ",60.17,23,"0.3232 ","0.2987 ","NULL","NULL"
"11053","S04P58428M00","95.S3004.W0A100Z","T05TM84108-0W3C7JC02","0","14.45 ","0.00 ",27,9,"0.2967 ","0.2547 ","0.2953 ","0.2711 "
"11054","T40P58409200","95.T4012.A0B001Z","T05TM84505-053CQGN02","0","104.00 ","0.52 ",86.17,26,"0.3220 ","0.2997 ","NULL","NULL"
"11055","T40P58409800","95.T4012.A0B001Z","T05TM84505-053CQGN02","0","104.00 ","0.52 ",66.83,24,"0.3219 ","0.2965 ","NULL","NULL"
"11056","S06P5841CV00","95.S3806.W0A0D6Z","T05TM83607-0W2C7JC02","0","21.25 ","0.00 ",50.5,18,"0.2906 ","0.2909 ","0.2850 ","0.2605 "
"11057","380P58420H00","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",45,9,"0.2931 ","0.2865 ","0.2861 ","0.2549 "
"11058","T40P5840ST00","95.T4012.A0B000Z","T05TM84516-053CQGN01","0","55.70 ","0.37 ",55.67,17,"0.3024 ","0.2852 ","0.2837 ","0.2652 "
"11059","T40P58419404","95.T4012.A0B001Z","T05TM84529-052CQC501","2","90.00 ","0.49 ",93.67,31,"0.3199 ","0.2851 ","NULL","NULL"
"11060","S06P58426S00","95.S3806.W0A0D6Z","T05TM85G02-0W2C7JC01","2","22.95 ","0.00 ",51.17,28,"0.2985 ","0.3065 ","0.2862 ","0.2645 "
"11061","T70P5840VK02","95.T7020.A0C11AZ","T05TM84712-013CZGX01","2","49.00 ","0.32 ",107.83,21,"0.3019 ","0.2640 ","0.3028 ","0.2860 "
"11062","T40P5840N500","95.T4014.W0B102Z","T05TM84003-023BJFU01","0","8.70 ","0.00 ",108,12,"0.2848 ","0.2687 ","0.2878 ","0.2606 "
"11063","380P5844DJ00","95.S3806.W0A0C8Z","T05TM84627-0W2C7H301","0","29.10 ","0.00 ",36.5,32,"0.2978 ","0.2974 ","0.2868 ","0.2596 "
"11064","380P5841JH00","95.S3806.W0A0E0Z","T05TM84620-041B1AH01","0","29.90 ","0.00 ",61.33,25,"0.3003 ","0.2989 ","0.2886 ","0.2591 "
"11065","380P58441Q00","95.S3806.W0A0EHZ","T05TM84618-0W3B1H302","0","32.90 ","0.00 ",42.33,14,"0.3010 ","0.3074 ","0.2863 ","0.2625 "
"11066","S06P5850S300","95.S3006.W0A0B6Z","T05TM84111-0W2C7JC01","0","21.75 ","0.00 ",30.67,22,"0.2779 ","0.2724 ","NULL","NULL"
"11067","C40P58502800","95.T4014.A0B10AZ","T05TM85001-132CXC502","0","69.25 ","0.42 ",97,21,"0.2769 ","0.2177 ","0.2776 ","0.2663 "
"11068","T40P58509X00","95.T4012.Z0B003Z","T05TM84526-054D4F202","0","49.60 ","10.25 ",56.83,8,"0.3435 ","0.3332 ","0.3159 ","0.2978 "
"11069","T40P5841A700","95.T4012.A0B000Z","T05TM84516-053CQGN02","0","54.10 ","0.38 ",75.33,52,"0.2987 ","0.2802 ","NULL","NULL"
"11070","380P5850B400","95.S3806.W0A0B0Z","T05TM85606-0W3BECZ01","0","33.10 ","0.00 ",31.5,5,"0.2989 ","0.3027 ","0.2883 ","0.2669 "
"11071","380P58512M00","95.S3806.W0A0B0Z","T05TM85606-0W3BECZ01","0","32.90 ","0.00 ",47.17,24,"0.2977 ","0.2989 ","0.2877 ","0.2645 "
"11072","T30P5851Z300","95.T3030.A0D10AZ","T05TM85337-162CZHH03","0","67.00 ","0.36 ",61.33,34,"0.3217 ","0.3154 ","0.2989 ","0.2891 "
"11073","C40P5850HN00","95.T4014.Z0B118Z","T05TM85524-133AYGX02","0","18.40 ","20.50 ",89.83,12,"0.2817 ","0.2112 ","0.2743 ","0.2322 "
"11074","T40P5851H900","95.T4014.A0B100Z","T05TM85020-146D0CW01","0","22.55 ","5.40 ",76.5,28,"0.3253 ","0.3184 ","0.3172 ","0.3126 "
"11075","T40P5860QJ00","95.T4014.W0A101Z","T05TM86118-024BJB501","0","8.13 ","0.00 ",87.17,40,"0.2814 ","0.2665 ","0.2831 ","0.2578 "
"11076","S04P5852CM00","95.S3004.W0A100Z","T05TM85X01-0W3C7JC04","0","15.65 ","0.00 ",31.33,19,"0.2951 ","0.2534 ","0.2950 ","0.2690 "
"11077","S06P5861ER00","95.S3806.W0A1AVZ","T05TM86602-044BED801","0","15.45 ","0.00 ",33.67,31,"0.3054 ","0.2848 ","0.2911 ","0.2713 "
"11078","C40P58604800","95.T4014.A0B10AZ","T05TM86117-133CXC501","0","68.30 ","0.40 ",91.5,29,"0.2837 ","0.2217 ","NULL","NULL"
"11079","C40P58605J00","95.T4014.A0B10AZ","T05TM86117-133CXC501","0","68.30 ","0.40 ",98,26,"0.2844 ","0.2220 ","0.2779 ","0.2610 "
"11080","S06P5852Q300","95.S3806.W0A1AVZ","T05TM86601-043BED801","0","16.80 ","0.00 ",38.33,13,"0.3047 ","0.2786 ","0.2940 ","0.2723 "
"11081","T30P5851WZ04","95.T3030.Z0D014Z","T05TM86306-162CXHH01","1","17.00 ","31.00 ",61.5,35,"0.2940 ","0.2769 ","NULL","NULL"
"11082","T30P5862KY01","95.T3030.Z0D11JZ","T05TM87308-164DAHI01","1","13.65 ","90.00 ",45.83,2,"0.2869 ","0.2833 ","NULL","NULL"
"11083","T70P5821CH00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",71.67,38,"NULL","NULL","0.2757 ","0.2509 "
"11084","T70P5861DJ01","95.T7020.A0C118Z","NULL","1","12.00 ","12.20 ",62.33,13,"NULL","NULL","NULL","NULL"
"11085","T50P58200D00","95.T5050.Z0D100N","NULL","0","12.20 ","62.00 ",89.83,23,"NULL","NULL","0.2793 ","0.2444 "
"11086","T70P58521Z00","95.T7020.A0C118Z","NULL","0","11.78 ","12.00 ",108.5,38,"NULL","NULL","0.2754 ","0.2507 "
"11087","T40P5861J200","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",52.67,23,"NULL","NULL","NULL","NULL"
"11088","T70P58416X00","95.T7020.A0C118Z","NULL","0","11.53 ","11.50 ",73.33,43,"NULL","NULL","0.2762 ","0.2508 "
"11089","T30P5841AK00","95.T3030.Z0D007Z","NULL","0","18.90 ","35.50 ",86.33,32,"NULL","NULL","0.2908 ","0.2620 "
"11090","T70P5841JX00","95.T7020.Z0C11BZ","NULL","0","10.80 ","54.00 ",108.17,44,"NULL","NULL","0.2887 ","0.2572 "
"11091","T70P5851PH00","95.T7020.A0C118Z","NULL","0","11.90 ","12.00 ",114.17,23,"NULL","NULL","0.2761 ","0.2524 "
"11092","S06P5853YM00","95.S3806.W0A0D6Z","NULL","0","20.63 ","0.00 ",26.17,11,"NULL","NULL","0.2857 ","0.2675 "
"11093","C40P5840CW02","95.T4014.A0B10AZ","NULL","0","71.00 ","0.40 ",96.17,23,"NULL","NULL","0.2779 ","0.2645 "
"11094","T40P58215700","95.T4014.B0B101Z","NULL","0","0.00 ","0.00 ",97,15,"NULL","NULL","0.0000 ","0.0000 "
"11095","S06P5851V700","95.S3806.W0A1AXZ","NULL","0","27.00 ","0.00 ",56.33,13,"NULL","NULL","0.2951 ","0.2746 "
"11096","B25P58101000","95.R3528.BNA000Z","NULL","0","0.00 ","0.00 ",266.83,73,"NULL","NULL","0.0000 ","0.0000 "
"11097","B25P58400Y00","95.R3528.BNA000Z","NULL","0","0.00 ","0.00 ",303.67,62,"NULL","NULL","0.0000 ","0.0000 "
"11098","S06P5830Y500","95.S3806.W0A1AXZ","NULL","0","25.82 ","0.00 ",36.5,13,"NULL","NULL","0.2945 ","0.2735 "
"11099","S06P58403C00","95.S3806.W0A104Z","NULL","0","17.20 ","0.00 ",39.67,27,"NULL","NULL","0.2915 ","0.2775 "
"11100","T30P5811U100","95.T3014.W0B1ACZ","NULL","0","17.00 ","0.00 ",38.17,4,"NULL","NULL","0.2756 ","0.2506 "
"11101","S06P5850CY00","95.S3806.W0A104Z","NULL","0","16.50 ","0.00 ",49.83,34,"NULL","NULL","0.2904 ","0.2774 "
"11102","T30P58313V00","95.T3030.Z0D007Z","NULL","3","17.31 ","26.30 ",82.33,29,"NULL","NULL","0.2915 ","0.2619 "
"11103","S06P5841WD00","95.S3806.W0A104Z","NULL","0","14.69 ","0.00 ",49.17,22,"NULL","NULL","0.2820 ","0.2616 "
"11104","T70P5850WF00","95.T7020.A0C118Z","NULL","2","11.75 ","12.10 ",106,37,"NULL","NULL","0.2747 ","0.2486 "
"11105","T70P5822QU00","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",79,24,"NULL","NULL","0.2761 ","0.2513 "
"11106","T30P58100F01","NULL","NULL","NULL","NULL","NULL",32.33,4,"NULL","NULL","0.2825 ","0.2623 "
"11107","T30P58108A00","95.T3030.Z0D007Z","NULL","0","13.00 ","29.00 ",64.67,10,"NULL","NULL","0.2729 ","0.2365 "
"11108","S06P5850CC03","95.S3806.W0A104Z","NULL","1","14.00 ","0.00 ",46.17,9,"NULL","NULL","0.2855 ","0.2687 "
"11109","S06P58302D00","95.S3806.W0A104Z","NULL","0","13.25 ","0.00 ",32.67,18,"NULL","NULL","0.2778 ","0.2555 "
"11110","S06P5821MQ00","95.S3806.W0A1AXZ","NULL","0","25.50 ","0.00 ",39.5,10,"NULL","NULL","0.2948 ","0.2718 "
"11111","T70P5822UJ00","95.T7020.A0C118Z","NULL","0","11.23 ","12.08 ",98.83,16,"NULL","NULL","0.2738 ","0.2468 "
"11112","T30P5841BR00","95.T3030.Z0D007Z","NULL","0","11.75 ","120.00 ",48.33,7,"NULL","NULL","0.2604 ","0.2222 "
"11113","T30P58323U00","95.T3030.B0D100Z","NULL","0","0.00 ","0.00 ",59.83,11,"NULL","NULL","0.1578 ","0.0188 "
"11114","T70P5851Z500","95.T7020.A0C115Z","NULL","0","12.65 ","11.30 ",87.67,28,"NULL","NULL","0.2837 ","0.2576 "
"11115","T70P5850JC04","95.T7020.A0C118Z","NULL","1","11.15 ","12.10 ",85,19,"NULL","NULL","0.2741 ","0.2491 "
"11116","T70P5821CC00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",114.17,25,"NULL","NULL","0.2756 ","0.2507 "
"11117","380P5842J500","95.S3806.W0A0B0Z","NULL","0","32.45 ","0.00 ",50,40,"NULL","NULL","0.2870 ","0.2629 "
"11118","T30P5811DH00","95.T3014.W0B1AAZ","NULL","0","17.60 ","0.00 ",33,14,"NULL","NULL","0.2889 ","0.2752 "
"11119","T70P5811DC00","95.T7030.Z0C104Z","NULL","0","8.50 ","26.50 ",138.83,22,"NULL","NULL","0.2866 ","0.2595 "
"11120","T40P58616Z00","95.T4014.B0B101Z","NULL","0","0.00 ","0.00 ",81,54,"NULL","NULL","0.0000 ","0.0000 "
"11121","S06P58215700","95.S3806.W0A1B1Z","NULL","0","28.40 ","0.00 ",32.83,17,"NULL","NULL","0.3004 ","0.2799 "
"11122","B25P58400900","95.R3528.DNA000Z","NULL","0","0.00 ","0.00 ",319.67,91,"NULL","NULL","0.0000 ","0.0000 "
"11123","T70P5811K400","95.T7030.Z0C104Z","NULL","0","6.95 ","25.50 ",145,9,"NULL","NULL","0.2754 ","0.2429 "
"11124","T35P58500Y00","95.C3528.RRA100Z","NULL","0","0.00 ","0.00 ",166.67,100,"NULL","NULL","0.6871 ","0.3132 "
"11125","T70P5812XR00","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",81.5,22,"NULL","NULL","0.2763 ","0.2534 "
"11126","S06P5850CD00","95.S3806.W0A104Z","NULL","0","16.50 ","0.00 ",28.83,14,"NULL","NULL","0.2913 ","0.2795 "
"11127","S06P58214U00","95.S3806.W0A1B1Z","NULL","0","28.40 ","0.00 ",44.67,24,"NULL","NULL","0.2998 ","0.2778 "
"11128","T70P58101M00","95.T7020.A0C118Z","NULL","0","11.40 ","12.20 ",87.5,11,"NULL","NULL","0.2764 ","0.2536 "
"11129","T35P58201800","95.C3528.HCA100Z","NULL","1","0.00 ","0.00 ",129.83,44,"NULL","NULL","0.3296 ","0.3303 "
"11130","T70P58100V00","95.T7020.A0C118Z","NULL","0","11.40 ","12.20 ",83.17,28,"NULL","NULL","0.2740 ","0.2461 "
"11131","T70P5850JU00","95.T7020.A0C115Z","NULL","0","12.55 ","11.30 ",69.67,9,"NULL","NULL","0.2835 ","0.2558 "
"11132","T30P5841DN00","95.T3030.Z0D007Z","NULL","0","18.90 ","35.50 ",69.33,43,"NULL","NULL","0.2908 ","0.2615 "
"11133","T30P57C20100","95.T3014.W0B1AAZ","NULL","0","17.55 ","0.00 ",43.17,9,"NULL","NULL","0.2886 ","0.2747 "
"11134","S06P5820RQ00","95.S3806.W0A104Z","NULL","0","18.75 ","0.00 ",48.83,17,"NULL","NULL","0.2913 ","0.2784 "
"11135","T70P5850J700","95.T7020.A0C115Z","NULL","0","12.55 ","11.30 ",120.17,18,"NULL","NULL","0.2839 ","0.2559 "
"11136","T35P58200D00","95.C3528.HCA100Z","NULL","0","10.50 ","30.15 ",175.67,12,"NULL","NULL","0.3338 ","0.3366 "
"11137","T35P58301M00","95.C3528.RRA100Z","NULL","0","0.00 ","0.00 ",193.67,20,"NULL","NULL","0.6823 ","0.3168 "
"11138","T30P58611900","95.T3014.W0B1AAZ","NULL","0","16.85 ","0.00 ",31,18,"NULL","NULL","0.2820 ","0.2637 "
"11139","T70P58310700","95.T7020.A0C115Z","NULL","0","11.90 ","11.10 ",79,32,"NULL","NULL","0.2834 ","0.2574 "
"11140","S06P58212600","95.S3806.W0A1B1Z","NULL","1","28.20 ","0.00 ",42.83,16,"NULL","NULL","0.3009 ","0.2808 "
"11141","T30P5840E300","95.T3014.W0B1AAZ","NULL","0","18.10 ","0.00 ",38.67,10,"NULL","NULL","0.2897 ","0.2838 "
"11142","T30P5840ZQ00","95.T3030.Z0D007Z","NULL","0","13.34 ","35.00 ",53.67,10,"NULL","NULL","0.2708 ","0.2308 "
"11143","S06P5860WV00","95.S3806.W0A104Z","NULL","2","16.50 ","0.00 ",32.5,7,"NULL","NULL","0.2909 ","0.2795 "
"11144","T30P58525K00","95.T3030.B0D100Z","NULL","0","0.00 ","0.00 ",66.83,33,"NULL","NULL","0.1555 ","0.0220 "
"11145","T40P58512800","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",88.67,7,"NULL","NULL","0.1556 ","0.0215 "
"11146","T30P5821BV01","95.T3014.W0B1AAZ","NULL","0","13.87 ","0.00 ",37.83,12,"NULL","NULL","0.2736 ","0.2478 "
"11147","T40P5851CV00","95.T4014.B0C100Z","NULL","0","0.00 ","0.00 ",77.17,15,"NULL","NULL","0.1560 ","0.0209 "
"11148","T30P5861QM00","95.T3014.W0B1AAZ","NULL","0","16.85 ","0.00 ",39.33,15,"NULL","NULL","0.2810 ","0.2622 "
"11149","T30P58611201","95.T3014.W0B1AAZ","NULL","2","16.97 ","0.00 ",35.33,14,"NULL","NULL","0.2855 ","0.2704 "
"11150","T30P58100K00","95.T3014.W0B1ACZ","NULL","0","15.50 ","0.00 ",33.17,4,"NULL","NULL","0.2744 ","0.2473 "
"11151","T70P5812X600","95.T7020.A0C118Z","NULL","0","11.40 ","12.10 ",90.5,40,"NULL","NULL","0.2754 ","0.2521 "
"11152","T70P5811NA00","95.T7030.Z0C104Z","NULL","0","7.40 ","35.00 ",131.83,16,"NULL","NULL","0.2742 ","0.2396 "
"11153","T70P5850JA00","95.T7020.A0C115Z","NULL","0","12.55 ","11.30 ",83.33,28,"NULL","NULL","0.2846 ","0.2568 "
"11154","S06P5822J700","95.S3806.W0A104Z","NULL","0","13.10 ","0.00 ",43,8,"NULL","NULL","0.2771 ","0.2534 "
"11155","T30P58313R02","95.T3030.Z0D007Z","NULL","1","17.70 ","24.00 ",83.33,52,"NULL","NULL","NULL","NULL"
"11156","T40P5831D300","95.T4014.A0B100Z","NULL","3","24.23 ","5.30 ",83.33,32,"NULL","NULL","NULL","NULL"
"11157","T30P5811U201","95.T3014.W0B1ACZ","NULL","0","17.00 ","0.00 ",37.33,11,"NULL","NULL","0.2749 ","0.2517 "
"11158","T30P5811U700","95.T3014.W0B1ACZ","NULL","2","16.58 ","0.00 ",31.83,5,"NULL","NULL","0.2759 ","0.2515 "
"11159","T30P5811U700","95.T3014.W0B1ACZ","NULL","2","16.58 ","0.00 ",34.5,13,"NULL","NULL","0.2759 ","0.2515 "
"11160","T30P57C1ZW00","95.T3014.W0B1AAZ","NULL","0","17.55 ","0.00 ",36.33,22,"NULL","NULL","0.2908 ","0.2781 "
"11161","T70P5850JY01","95.T7020.A0C115Z","NULL","1","12.65 ","11.10 ",127,22,"NULL","NULL","NULL","NULL"
"11162","T30P5821BZ00","95.T3014.W0B1AAZ","NULL","2","12.45 ","0.00 ",41.67,7,"NULL","NULL","0.2663 ","0.2340 "
"11163","B25P58101300","95.R3528.BNA000Z","NULL","0","0.00 ","0.00 ",299,119,"NULL","NULL","0.0000 ","0.0000 "
"11164","T70P5840ZV00","95.T7020.A0C115Z","NULL","0","12.03 ","11.20 ",83.17,17,"NULL","NULL","0.2816 ","0.2547 "
"11165","T70P58522300","95.T7020.A0C118Z","NULL","0","11.78 ","12.00 ",96.67,33,"NULL","NULL","0.2755 ","0.2504 "
"11166","T70P5830ZK00","95.T7020.A0C115Z","NULL","0","11.90 ","11.10 ",78,18,"NULL","NULL","0.2842 ","0.2558 "
"11167","T40P5840WJ00","95.T4012.A0B000Z","NULL","0","55.70 ","0.37 ",85.67,19,"NULL","NULL","0.2835 ","0.2649 "
"11168","T70P5810KY00","95.T7020.A0C115Z","NULL","0","12.53 ","11.20 ",81.33,29,"NULL","NULL","0.2858 ","0.2618 "
"11169","T70P5810LD01","95.T7020.A0C115Z","NULL","1","12.80 ","11.10 ",65,29,"NULL","NULL","NULL","NULL"
"11170","T70P5822QJ00","95.T7020.A0C118Z","NULL","0","11.60 ","12.10 ",114.83,30,"NULL","NULL","0.2764 ","0.2549 "
"11171","T30P58519300","95.T3030.B0D100Z","NULL","0","0.00 ","0.00 ",54.5,12,"NULL","NULL","0.1558 ","0.0218 "
"11172","S06P5850VD00","95.S3806.W0A104Z","NULL","0","16.50 ","0.00 ",29.83,17,"NULL","NULL","0.2890 ","0.2744 "
"11173","T70P58521700","95.T7020.A0C118Z","NULL","0","11.74 ","12.15 ",95.5,17,"NULL","NULL","0.2755 ","0.2485 "
"11174","S06P57C30400","95.S0606.A01","NULL","0","35.30 ","0.00 ",34.83,15,"NULL","NULL","0.2984 ","0.2816 "
"11175","T70P5810LD03","95.T7020.A0C115Z","NULL","0","12.53 ","11.20 ",79.33,39,"NULL","NULL","0.2863 ","0.2627 "
